id,name,设施大类,设施小类,具体类别,城市,区县,街镇,经度,纬度,数据来源,设施等级,服务半径,服务人口,千人指标,描述,geometry
484,朱家角人民医院,公共服务,医疗设施,二级甲等,上海市,青浦区,朱家角镇,121.0383732,31.12901971,长三角示范区POI_沪苏嘉规划分类,二级甲等,,,,示范区内至少布局5 处三级甲等综合医院,0101000020E6100000BFC2DDB474425E404AFD8A6F07213F40
487,上海市青浦区精神卫生中心,公共服务,医疗设施,二级甲等,上海市,青浦区,金泽镇,120.9553499,31.07533611,长三角示范区POI_沪苏嘉规划分类,二级甲等,,,,示范区内至少布局5 处三级甲等综合医院,0101000020E6100000292FE873243D5E4069A8303A49133F40
491,嘉善县第二人民医院,公共服务,医疗设施,二级甲等,嘉兴市,嘉善县,西塘镇,120.888807,30.94602599,长三角示范区POI_沪苏嘉规划分类,二级甲等,,,,示范区内至少布局5 处三级甲等综合医院,0101000020E61000002D5DC136E2385E404D3760C22EF23E40
694,朱家角人民医院 (1),公共服务,医疗设施,综合医院,上海市,青浦区,朱家角镇,121.0383802,31.12904368,长三角一体化_设施,综合医院,,,,,0101000020E610000019F439D274425E40015BB10109213F40
695,朱家角镇社区卫生服务中心分中心,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0615849,31.11057184,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000005CDBCA01F1435E4096A8A46F4E1C3F40
696,沪唯筋骨养护服务中心,公共服务,医疗设施,专科医院,上海市,青浦区,朱家角镇,121.0477169,31.1104557,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000DB3D2FCB0D435E40222823D3461C3F40
697,沪青门诊部,公共服务,医疗设施,诊所,上海市,青浦区,朱家角镇,121.0622297,31.11020713,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000C1954792FB435E40D222D388361C3F40
698,上海久鑫口腔门诊部,公共服务,医疗设施,诊所,上海市,青浦区,朱家角镇,121.0608602,31.11030304,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000031282E22E5435E400B73EDD13C1C3F40
699,朱雪峰口腔诊所,公共服务,医疗设施,专科医院,上海市,青浦区,朱家角镇,121.0488155,31.10681855,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E61000006D020CCB1F435E402CDBE275581B3F40
700,陆宗兴口腔诊所,公共服务,医疗设施,专科医院,上海市,青浦区,朱家角镇,121.0480274,31.10707795,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000F61384E112435E406B5FE575691B3F40
701,王金村中心卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.1038079,31.07259229,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000042E4E3C9A4465E40E37D876895123F40
391,朱家角镇大淀湖社区老年活动室,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0587716,31.11818785,长三角一体化_设施,社区级,300,5000,2,,0101000020E6100000C0FBF4E9C2435E40D988168F411E3F40
392,张家圩村老年活动室,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0476101,31.11110756,长三角一体化_设施,社区级,300,5000,2,,0101000020E6100000659D3B0B0C435E40D289888B711C3F40
393,上海青浦西湖老年公寓,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0461998,31.10863077,长三角一体化_设施,社区级,300,5000,2,,0101000020E61000003B8501F0F4425E40437DE439CF1B3F40
394,盛家埭_老年活动室,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0535842,31.10889256,长三角一体化_设施,社区级,300,5000,2,,0101000020E610000044A56CEC6D435E404CFAFF61E01B3F40
799,吴江黎里郑雪如妇科诊所,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.7781213,31.05293257,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E61000008BF447BDCC315E40110B29FD8C0D3F40
800,吴彤安中医诊所,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.8441838,31.01504808,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000008347D1B07365E40B477E330DA033F40
801,牙洁仕口腔,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.8423184,31.02464522,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E61000006C346F8BE8355E4019E72D264F063F40
802,太阳神中医馆,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.7790801,31.05845549,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000B99DC772DC315E4058D261F0F60E3F40
803,黎里镇莘东社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8521043,31.05430431,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000FC5179E088365E405A7B23E3E60D3F40
804,金家坝卫生院,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.7728356,31.09131317,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000CFCB722376315E4016D8C64C60173F40
805,黎里中心卫生院预防保健科,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7058834,30.9961031,长三角一体化_设施,综合医院,,,,,0101000020E6100000847291312D2D5E40B9F1DD9C00FF3E40
806,黎里医院 (2),公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.7044336,30.99600118,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000068DAA70152D5E409EE0EEEEF9FE3E40
7829,绿叶工业园,生产配套,产业,产业园区,苏州市,吴江区,黎里镇,120.795723,31.11714457,a产业园POI_苏州,,,,,,0101000020E6100000336B2920ED325E40D20DC12FFD1D3F40
395,朱家角镇周家港村老年活动室,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0513212,31.09931496,长三角一体化_设施,社区级,300,5000,2,,0101000020E6100000DBE5B6D848435E401C3489B46C193F40
396,青浦区朱家角镇薛间村老年活动室,公共服务,养老设施,老年活动室,上海市,青浦区,朱家角镇,121.0180109,31.09646961,长三角一体化_设施,社区级,300,5000,2,,0101000020E61000002F9E301727415E4004027C3BB2183F40
702,朱家角镇先锋村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0448512,31.06289334,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000EE4B91D7DE425E40AB6F26C719103F40
703,朱家角镇沙家埭村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0374044,31.10066454,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000007FAE6CD564425E40B92ABB26C5193F40
704,周家港村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0513202,31.09931896,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000F32785D448435E409F12A5F76C193F40
705,李庄中心卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0755115,31.05014734,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000034BE2F2ED5445E400948C174D60C3F40
706,朱家角镇淀峰村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,120.9828073,31.0927572,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000048F19650E63E5E40F17794EFBE173F40
707,朱家角镇林家村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0759655,31.09112962,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000F587669EDC445E40CF98514554173F40
708,朱家角镇社区卫生服务中心,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0532337,31.07782758,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000E322522E68435E40ABD31E82EC133F40
709,青浦区朱家角镇张巷村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0617753,31.07816871,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000D74C6320F4435E40400555DD02143F40
710,新胜村红十字卫生站,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0878424,31.07854046,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000F1CCBA359F455E40E01C433A1B143F40
711,上海袁氏中医门诊部,公共服务,医疗设施,诊所,上海市,青浦区,朱家角镇,121.0451081,31.11511246,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000003992150DE3425E40E60F9B02781D3F40
712,青浦区朱家角镇新胜村中心卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0878414,31.07854346,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000090F89319F455E40C203986C1B143F40
713,权健火疗(人和路),公共服务,医疗设施,诊所,上海市,青浦区,朱家角镇,121.0660035,31.10841513,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000FA7ABE6639445E40D9BD0D18C11B3F40
714,朱家角人民医院急诊,公共服务,医疗设施,综合医院,上海市,青浦区,朱家角镇,121.038447,31.12926941,长三角一体化_设施,综合医院,,,,,0101000020E610000046E867EA75425E40BE52D0CC17213F40
715,朱家角镇横江村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,朱家角镇,121.0589422,31.11891119,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000AD5681B5C5435E40AE2DB8F6701E3F40
716,金泽镇王港村港娄卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9072319,31.12755283,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000D5186316103A5E40BC5C614DA7203F40
717,金泽镇社区卫生服务中心商榻分中心,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9216416,31.11548351,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000085A80C2DFC3A5E4063ADCA53901D3F40
718,金泽镇淀西村前荇卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9167078,31.12666919,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000003D3F3157AB3A5E40F8755C646D203F40
719,育田村王田中心卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.973816,31.07075291,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000093145800533E5E40FD8BDADC1C123F40
720,金泽镇莲湖村谢庄中心卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,121.002296,31.06402539,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000583A1F9E25405E40E529CCF763103F40
721,金泽镇社区卫生服务中心西岑分中心,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9628388,31.06637146,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000007954A1269F3D5E40781652B8FD103F40
722,陈东中心村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9077929,31.1112215,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000A0426447193A5E40B11C2103791C3F40
723,金泽镇岑卜村卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9381952,31.06135514,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000E950E1630B3C5E40D3BD6FF8B40F3F40
724,金泽镇任屯村北任卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9599757,31.05506232,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000001A1DEB3D703D5E4053A46F90180E3F40
725,莲盛镇卫生院,公共服务,医疗设施,综合医院,上海市,青浦区,金泽镇,120.9839516,31.05141833,长三角一体化_设施,综合医院,,,,,0101000020E610000032B62110F93E5E40D3C36DC0290D3F40
726,金泽镇爱国村西宋卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,121.0029449,31.04899108,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000294CCE3F30405E404E65EEAD8A0C3F40
727,青浦区金泽镇育田村育坪卫生室,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9767479,31.08090371,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000F3BB9F09833E5E403893041BB6143F40
728,金泽镇社区卫生服务中心,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.9226751,31.04189903,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000058D5DC1B0D3B5E40899513E5B90A3F40
729,商榻镇卫生院,公共服务,医疗设施,卫生服务中心,上海市,青浦区,金泽镇,120.922018,31.11551808,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000B114C957023B5E405CB2C797921D3F40
756,大潮社区卫生服务中心,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.7777086,31.12755028,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000058B44AFAC5315E4016329922A7203F40
757,汾湖镇江泽社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8312119,31.10726191,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000F2A2659332355E40768E3B84751B3F40
758,吴江黎里镇雪如妇科诊所,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.7782024,31.05279075,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000CC6A7011CE315E4004C8D0B1830D3F40
759,北厍医院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7821399,31.05206986,长三角一体化_设施,综合医院,,,,,0101000020E610000064D982940E325E40ABCE4973540D3F40
760,苏州市吴江区北厍社区卫生服务中心,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.7819006,31.05212353,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000426ED0A80A325E40BBB3B8F7570D3F40
761,北厍新鹤卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7618199,31.04953538,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000004AFC40A8C1305E404D18C559AE0C3F40
762,口腔诊所,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.7744202,31.09520956,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000002817BE1990315E4070775AA75F183F40
763,吴江第五人民医院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8214505,31.02891426,长三角一体化_设施,综合医院,,,,,0101000020E610000019321EA592345E408A16C9EC66073F40
764,吴江区第五人民医院-住院部,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8215096,31.02922819,长三角一体化_设施,综合医院,,,,,0101000020E61000006656009D93345E40D92BA87F7B073F40
765,吴江第五人民医院门诊,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8220047,31.02865646,长三角一体化_设施,综合医院,,,,,0101000020E610000022EA99B99B345E40E6849E0756073F40
766,元荡社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8475205,31.07197176,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000228C9FC63D365E40816FC3BD6C123F40
767,东联社区卫生站,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.8524767,31.09402431,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000087C66EFA8E365E409E7A28FA11183F40
768,东方社区卫生服务站(育才路),公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7893611,31.05320594,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000044F6BE484325E40C1408CE79E0D3F40
769,汤角社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.6913103,31.0188793,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000D3788E6D3E2C5E4046121846D5043F40
770,吴江曙光门诊部,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.842905,31.01948526,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000A228D027F2355E403D746AFCFC043F40
771,汾湖镇跃进社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7896017,31.08759169,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000006D9791D588325E408DF3B3686C163F40
772,管理家妇科,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.7792859,31.05239422,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000FAAEF7D1DF315E40416625B5690D3F40
773,汾湖镇港南社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8234708,31.07764899,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000007FCDDEBEB3345E40109EE0CDE0133F40
774,黎里中心卫生院北厍分院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7821059,31.05199286,长三角一体化_设施,综合医院,,,,,0101000020E61000008FA0E7050E325E40545371674F0D3F40
775,芦诚口腔,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.8457444,31.04453454,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E61000009DB11EAD20365E40A8D7989D660B3F40
776,黎里医院-住院部,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7044626,30.99613706,长三角一体化_设施,综合医院,,,,,0101000020E610000054104DEA152D5E4099089FD602FF3E40
777,苏州市吴江区黎里中心卫生院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.704192,30.9956977,长三角一体化_设施,综合医院,,,,,0101000020E6100000B586527B112D5E40D233620BE6FE3E40
778,吴江区骨伤科医院,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.7041142,30.99566983,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E61000008C690135102D5E40C176CD37E4FE3E40
779,汾湖镇黎花社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7167694,30.99063605,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E610000083F1C28CDF2D5E4016FDFC529AFD3E40
780,吴彤安中医医院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8442379,31.01495522,长三角一体化_设施,综合医院,,,,,0101000020E6100000CCA266FE07365E40F3CDF41AD4033F40
781,吴江仁慈门诊部,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.7017116,31.00018866,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000534EC5D7E82C5E40B287305D0C003F40
782,汾湖镇新钢社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7807703,31.08454264,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000000A0CFE23F8315E40E1EA2196A4153F40
783,中山医院红顶度假村保健中心,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8881577,31.08304765,长三角一体化_设施,综合医院,,,,,0101000020E610000033CC6493D7385E4079C25C9C42153F40
784,黎里医院,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.7085011,30.99011413,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000856BFF14582D5E4051A89F1E78FD3E40
785,北库黎星卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7685679,31.00949151,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E610000058D06A3730315E40270A1D096E023F40
786,刘氏中医祖传伤科推拿,公共服务,医疗设施,诊所,苏州市,吴江区,汾湖经济开发区,120.8359978,31.0103303,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000C9A1EAFC80355E406AA8AC01A5023F40
787,黎里医院 (1),公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7044336,30.99600118,长三角一体化_设施,综合医院,,,,,0101000020E6100000068DAA70152D5E409EE0EEEEF9FE3E40
788,元鹤社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7726002,31.05718334,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E610000085F81B4872315E40122D3F91A30E3F40
789,黎里镇雄峰社区卫生站,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7340545,30.98909281,长三角一体化_设施,综合医院,,,,,0101000020E6100000D3BEB9BFFA2E5E40A3A8B72F35FD3E40
790,莘塔医院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8467296,31.05322518,长三角一体化_设施,综合医院,,,,,0101000020E6100000872359D130365E40786C572AA00D3F40
791,吴江市莘塔社区卫生服务中心,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.8463879,31.0532386,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000BA8E27382B365E4084E27D0BA10D3F40
792,城司社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8652546,31.04536104,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000AA6DD45460375E400350F7C79C0B3F40
793,黎花社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.7014787,31.00309029,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000CCD5EA06E52C5E40337C7686CA003F40
794,方联社区卫生服务中心,公共服务,医疗设施,卫生服务中心,苏州市,吴江区,汾湖经济开发区,120.7166459,31.01086025,长三角一体化_设施,社区级,1000,50000,,,0101000020E610000000D4C386DD2D5E408E93C2BCC7023F40
795,黎阳村社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.6766397,30.97584722,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E610000038AB99104E2B5E40E2CA971FD1F93E40
796,雅牙故事,公共服务,医疗设施,专科医院,苏州市,吴江区,汾湖经济开发区,120.7036759,30.99455712,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000F05EA406092D5E406967A04B9BFE3E40
797,苏州市吴江区芦墟中心卫生院,公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.8366849,31.01453108,长三角一体化_设施,综合医院,,,,,0101000020E6100000A8A3D23E8C355E402560114FB8033F40
798,港南小区社区卫生服务站,公共服务,医疗设施,卫生服务站,苏州市,吴江区,汾湖经济开发区,120.8354071,31.00358519,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000002856574F77355E40C9CC81F5EA003F40
807,金家坝卫生院 (1),公共服务,医疗设施,综合医院,苏州市,吴江区,汾湖经济开发区,120.7728356,31.09131317,长三角一体化_设施,综合医院,,,,,0101000020E6100000CFCB722376315E4016D8C64C60173F40
816,黎明社区卫生服务站,公共服务,医疗设施,卫生服务站,嘉兴市,嘉善县,西塘镇,120.8783174,30.94032022,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E610000080202F5A36385E40E3AA70D3B8F03E40
817,西塘阿毛豆客栈,公共服务,医疗设施,诊所,嘉兴市,嘉善县,西塘镇,120.8869494,30.93262416,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000003C8D6AC7C3385E40D3A8FA74C0EE3E40
818,嘉善县西塘步步生莲院子客栈,公共服务,医疗设施,综合医院,嘉兴市,嘉善县,西塘镇,120.9350625,30.95617426,长三角一体化_设施,综合医院,,,,,0101000020E6100000D34D6210D83B5E401DFA17D6C7F43E40
819,简暖客栈,公共服务,医疗设施,诊所,嘉兴市,嘉善县,西塘镇,120.9052412,30.95253449,长三角一体化_设施,社区级,1000,50000,,,0101000020E61000007A3FC978EF395E40AFDCE24CD9F33E40
820,嘉善爱之家客栈,公共服务,医疗设施,综合医院,嘉兴市,嘉善县,西塘镇,120.9007896,30.99373615,长三角一体化_设施,综合医院,,,,,0101000020E6100000EC246C89A6395E405B1A097E65FE3E40
821,西塘镇华联社区卫生服务站,公共服务,医疗设施,卫生服务站,嘉兴市,嘉善县,西塘镇,120.905854,30.9383177,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000DA3C0E83F9395E4007C2BA9635F03E40
822,西塘浪漫满屋主题客栈,公共服务,医疗设施,诊所,嘉兴市,嘉善县,西塘镇,120.8914855,30.93702218,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000EDD632190E395E4004BA82AFE0EF3E40
823,西塘静怡轩客栈,公共服务,医疗设施,专科医院,嘉兴市,嘉善县,西塘镇,120.889553,30.93755927,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E6100000C2C3B46FEE385E402EB662E203F03E40
824,西塘镇金明社区卫生服务站,公共服务,医疗设施,卫生服务站,嘉兴市,嘉善县,姚庄镇,120.9682661,30.95749178,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000D3546012F83D5E40F149692E1EF53E40
825,嘉善县姚庄镇卫生院,公共服务,医疗设施,卫生服务中心,嘉兴市,嘉善县,姚庄镇,120.9595708,30.9110192,长三角一体化_设施,社区级,1000,50000,,,0101000020E6100000930CA59B693D5E403007E68D38E93E40
826,万寿堂(益康店),公共服务,医疗设施,综合医院,嘉兴市,嘉善县,姚庄镇,120.9522317,30.91849147,长三角一体化_设施,综合医院,,,,,0101000020E6100000BA6D3A5DF13C5E40124EC94122EB3E40
827,君悦宾馆(珠江路),公共服务,医疗设施,专科医院,嘉兴市,嘉善县,姚庄镇,120.957324,30.91798467,长三角一体化_设施,专科医院,,,,鼓励设置三级专科医院,0101000020E610000042EBE1CB443D5E401DE1170B01EB3E40
828,美芳口腔,公共服务,医疗设施,综合医院,嘉兴市,嘉善县,姚庄镇,120.9790117,30.93866139,长三角一体化_设施,综合医院,,,,,0101000020E6100000B179B020A83E5E406211E41C4CF03E40
1550,朱家角小学,公共服务,教育设施,小学,上海市,青浦区,朱家角镇,121.0511569,31.10646729,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E6100000BF1D972746435E40CDA4B870411B3F40
1551,上海市朱家角高级中学(新疆部),公共服务,教育设施,中学,上海市,青浦区,朱家角镇,121.039467,31.10718215,长三角一体化_设施,社区级,1000,50000,2,,0101000020E61000005B9198A086425E4008F7144A701B3F40
1552,东方传媒学院,公共服务,教育设施,高等院校,上海市,青浦区,朱家角镇,121.0087881,31.11361698,长三角一体化_设施,,,,,,0101000020E61000000486F6FB8F405E40CB5E9D00161D3F40
1553,上海香格里职业培训学校 (1),公共服务,教育设施,职业技术学校,上海市,青浦区,朱家角镇,121.0500997,31.11514749,长三角一体化_设施,,,,,,0101000020E610000086425FD534435E4038C44F4E7A1D3F40
1554,青浦区初等职业技术学校,公共服务,教育设施,职业技术学校,上海市,青浦区,朱家角镇,121.0494469,31.10749096,长三角一体化_设施,,,,,,0101000020E6100000DF9854232A435E40CED00D87841B3F40
1555,上海市朱家角中学,公共服务,教育设施,中学,上海市,青浦区,朱家角镇,121.0383423,31.10606435,长三角一体化_设施,社区级,1000,50000,2,,0101000020E61000006B23433374425E4081858208271B3F40
1556,青浦区珠溪中学,公共服务,教育设施,中学,上海市,青浦区,朱家角镇,121.0487548,31.10503566,长三角一体化_设施,社区级,1000,50000,2,,0101000020E610000079E173CC1E435E40209DF49DE31A3F40
1557,青浦区胜利民办小学,公共服务,教育设施,小学,上海市,青浦区,朱家角镇,121.053384,31.1052999,长三角一体化_设施,社区级,500,15000,0.67,,0101000020E61000004D88B9A46A435E40A7C52AEFF41A3F40
1558,青浦区东湖中学,公共服务,教育设施,中学,上海市,青浦区,朱家角镇,121.0446358,31.10863401,长三角一体化_设施,社区级,1000,50000,2,,0101000020E6100000C54E1D50DB425E40EF2E4070CF1B3F40
1559,朱家角成人中等文化技校(沈巷校区),公共服务,教育设施,职业技术学校,上海市,青浦区,朱家角镇,121.0501528,31.07673086,长三角一体化_设施,,,,,,0101000020E610000061F316B435435E40414B36A2A4133F40
