id,name,设施大类,设施小类,具体类别,城市,区县,街镇,经度,纬度,数据来源,设施等级,服务半径,服务人口,千人指标,描述,geometry
3246,金商公路大观园(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9069203,31.07597362,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000062571FB0A3A5E403C42D50173133F40
3247,商周公路王港路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9021739,31.12132182,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000082F39837BD395E40F23061F20E1F3F40
3248,锦商公路田肚浜村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9250314,31.13018158,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000007AB1E6B6333B5E4040A47C9453213F40
3249,练西公路莲湖路(莲盛)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9848374,31.050861,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002C387293073F5E4050A4FB39050D3F40
3250,金商公路华医疗养院(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9105628,31.10075286,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000012BD31A9463A5E40B0AD7EF0CA193F40
3251,沪青平公路金商公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9153601,31.0668407,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000D648742953A5E40B08ADC781C113F40
3252,沪青平公路金商公路(金姚)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9153601,31.0668377,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000D648742953A5E40CDA387461C113F40
3253,金商公路沪青平公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9152302,31.06798115,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000F153B021933A5E4096FE6F3667113F40
3254,练西公路莲洋路(朱舍)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9914971,31.04987842,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000BA540B0743F5E4018AD06D5C40C3F40
3255,任屯路泥潭头南(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9687514,31.03206045,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000123DDF05003E5E40BB3E181D35083F40
3256,金商公路淀山湖宾馆(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9119302,31.0687101,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000074F7C105D3A5E40A86730FC96113F40
3257,金商公路陈新路(陈东)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9142208,31.10904084,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000AA54F597823A5E4076BAB919EA1B3F40
3258,商周公路张家浜村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8912876,31.12036596,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000245525DB0A395E406CC0B54DD01E3F40
3259,沪青平公路老姚簖(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9134323,31.06347208,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000AE7BFAC753A5E4021CFCBB43F103F40
3260,山深支路山深村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9783285,31.06600259,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000A90F24EF9C3E5E405580B58BE5103F40
3261,练西公路张联(西)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9570669,31.07413163,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000062E58695403D5E40FD725E4AFA123F40
3262,沪青平公路张家路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9548827,31.08178656,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000090154CC1C3D5E40CD73C8F6EF143F40
3263,沪青平公路培爱路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9140962,31.0450842,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000007719598D803A5E40FB905CA38A0B3F40
3264,沪青平公路张家路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9546395,31.08174716,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000011FE45D0183D5E40AABDC261ED143F40
3265,沪青平公路金溪路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9146151,31.0392452,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000005FBBC50D893A5E40658632F90B0A3F40
3266,金溪路沪青平公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9141885,31.03921054,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000046787B10823A5E4060F5B2B3090A3F40
3267,沪青平公路建国村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9146977,31.05616135,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000007DCE38688A3A5E40998C1997600E3F40
3268,商周公路商榻(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9189449,31.11829771,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000DD1445FECF3A5E4046A43BC2481E3F40
6406,西西里咖啡酒吧,文化活力,网红餐饮,咖啡,嘉兴市,嘉善县,西塘镇,120.8878714,30.95016616,长三角一体化_设施,,,,,,0101000020E6100000718390E2D2385E4045F7E6163EF33E40
3269,商周公路金商公路(商榻)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9191816,31.11817155,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000006FC50FDFD33A5E4050919E7D401E3F40
3270,商周公路双祥路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8867992,31.12029236,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000009E876E51C1385E409E28E87ACB1E3F40
3271,练西公路西宋路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,121.0021457,31.05111727,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000EED4B72723405E402AE97A05160D3F40
3272,练西公路西宋村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,121.0021008,31.05110941,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E8D2646B22405E40C5779C81150D3F40
3273,培育路徐李路(工业区)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9182736,31.0328788,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000EF31A2FEC43A5E4052BBBABE6A083F40
3274,金商公路陈新路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9142208,31.10905883,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000AA54F597823A5E40A5308C47EB1B3F40
3275,商周公路金商公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9191206,31.1181896,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000001D8535DFD23A5E4032BA72AC411E3F40
3276,任屯公路泥潭头北(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9687899,31.03616795,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000007D4C5AA7003E5E40D269824D42093F40
3277,西岑支路王田村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9723987,31.07236202,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000011CBC1C73B3E5E405C5F3D5186123F40
3278,练西公路任屯支路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9690153,31.05846742,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000B6B4BF58043E5E4010C888B8F70E3F40
3279,练西公路西岑支路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9594023,31.0692956,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000438DE7D8663D5E40B7C13F5BBD113F40
3280,练西公路西岑支路(西岑)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9594023,31.0692956,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000438DE7D8663D5E40B7C13F5BBD113F40
3281,山深支路王田圩村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9754248,31.06538937,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000044ED235C6D3E5E40F2A7955BBD103F40
3282,练西公路西岑支路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9594023,31.0692956,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000438DE7D8663D5E40B7C13F5BBD113F40
3283,商周公路道上浜村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8812501,31.12025123,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000030C6D16666385E405E27DCC8C81E3F40
3284,沪青平公路练西公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9548598,31.08177662,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000F750476C1C3D5E40387A0450EF143F40
3285,沪青平公路练西公路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9548598,31.08177662,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000F750476C1C3D5E40387A0450EF143F40
3286,练西公路沪青平公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9542367,31.08026895,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000027C9CE36123D5E405F2283818C143F40
3287,商周公路商洋路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9112476,31.12050756,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000BE2374E1513A5E40EA1E5D95D91E3F40
3288,商周公路商洋路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9075572,31.12162091,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000F54FCB6A153A5E40B3F5468C221F3F40
3289,莲田西路田家庄(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9664387,31.04836327,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000AF85B421DA3D5E4045FA0689610C3F40
3290,陈新路金商公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9135125,31.10974297,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002EFF21FD763A5E40AC1D831D181C3F40
3291,练西公路泥墙头村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9746651,31.05739514,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000005C43BAE9603E5E40D53FA972B10E3F40
3292,练西公路任屯公路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9691449,31.05831215,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000074A55478063E5E409E35898BED0E3F40
3293,雪米路马家浜村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8955919,31.09815099,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000044B06051395E40BA1E5C6C20193F40
3294,莲洋路高许村南(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9947509,31.040391,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000AACAADFFA93F5E407F0D8810570A3F40
3295,官字圩路官字圩村(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8817628,31.10299908,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000015353DCD6E385E403B1ED0255E1A3F40
3296,新杨路沪青平公路(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9086786,31.02144833,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000CD6449CA273A5E4060E743A37D053F40
3297,练西公路张家路(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9541978,31.08028204,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000913AA693113D5E409441205D8D143F40
3298,金商公路湖雪(招呼站)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9038915,31.09281217,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000079E8BB5BD9395E401FD2D289C2173F40
3299,商周公路混堂浜(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.8712228,31.12158985,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E361461DC2375E408A462D83201F3F40
3300,沪青平公路马兰港(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,120.9300786,31.07210911,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000676D6468863B5E4094311DBE75123F40
3301,练西公路莲尤路(杜赖)(公交站),交通设施,公交场站,公交车站,上海市,青浦区,金泽镇,121.0183614,31.0528784,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000090204BD52C415E4030AA5670890D3F40
3962,朱家浜(公交站) (1),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8111289,30.93964481,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000CB953089E9335E405FCEF08F8CF03E40
3963,礼庙(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8372235,30.93388875,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000055FCDF1195355E40325A475513EF3E40
3964,卫红村部(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8186597,30.94051222,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000006883A7EB64345E406B63AA68C5F03E40
3965,新晨(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.822092,30.94103935,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000006893C3279D345E40C57F70F4E7F03E40
3966,钟馗浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8226731,30.94287436,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000021F312ADA6345E40DB6FCC3660F13E40
3967,沙塔浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8406941,30.93879208,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002B5CA0EECD355E40045881AD54F03E40
3968,汤家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8226728,30.94646323,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000C2D3D0ABA6345E406EB70B6A4BF23E40
3969,上甸庙(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.845227,30.93905181,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000008FACFC3218365E4019330DB365F03E40
3970,汤家路口(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8262053,30.94759321,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000BD2318CE0345E4096DCF67795F23E40
3971,鹊塘汇(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8305936,30.94744851,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000015110F7228355E400C184DFC8BF23E40
3972,洪溪路口(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8393329,30.94496599,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000003EFD56A1B7355E40DCE1864AE9F13E40
3973,曹家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8180693,30.95477366,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002457563F5B345E4040C8EC0B6CF43E40
3974,下甸庙小学(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.841503,30.94797206,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000191F662FDB355E40C538034CAEF23E40
3975,下甸庙(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8414729,30.947995,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000197E26B1DA355E4083C5E1CCAFF23E40
3976,后荡(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8552777,30.94343039,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E19FADDEBC365E403F1A6FA784F13E40
3977,邗上村(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8605882,30.94287035,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000B49487E013375E403A9E85F35FF13E40
3978,星建村路口(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8379022,30.95457573,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000C78F8C30A0355E40C3E735135FF43E40
3979,陆家浜(公交站) (3),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8281154,30.95920391,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000001914BCD7FF345E4034A52F638EF53E40
3980,西塘古镇景区(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8840573,30.94085981,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000008FD2116594385E401E124230DCF03E40
3981,新胜村路口(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8312891,30.95901495,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000005B8132D733355E4005A0F60082F53E40
3982,北长河(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.821494,30.96194184,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000000EF7915B93345E403E7407D241F63E40
3983,顾家浜桥(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8878147,30.93287039,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000001E5ABFF4D1385E40EF740898D0EE3E40
3984,翠南新村(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8798906,30.93995963,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000B3C3A92050385E400769BE31A1F03E40
3985,晚圩村(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8743305,30.94282131,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000004DD9E907F5375E40006CC4BC5CF13E40
3986,翠南村(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8830278,30.94030853,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000005D9D088783385E40F57F500FB8F03E40
3987,西塘古镇(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8835339,30.94179495,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000135AC5D18B385E40B7C94D7919F13E40
3988,西塘景区(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8840623,30.94091778,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000019880A7A94385E402E53D5FCDFF03E40
3989,星建村部(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8434519,30.95984943,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000F18FAD1DFB355E402AEF36B1B8F53E40
3990,富士康(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8747966,30.94724012,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000BAE9E0AAFC375E40EFDB18547EF23E40
3991,西塘汽车站(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8881803,30.94001131,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E55C2FF2D7385E40F351CA94A4F03E40
3992,西塘镇政府(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8870508,30.94092629,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000000F9B770C5385E40227F9B8BE0F03E40
3993,王家桥(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8822869,30.94577283,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000001C4C796377385E409D4B0E2B1EF23E40
6407,简单爱懒人咖啡酒馆,文化活力,网红餐饮,咖啡,嘉兴市,嘉善县,西塘镇,120.8713254,30.94253351,长三角一体化_设施,,,,,,0101000020E6100000244B9CCBC3375E4087D548E049F13E40
3994,马鸣漾桥(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8913401,30.94162541,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000040C758B70B395E405808E55C0EF13E40
3995,新浜(公交站) (1),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8394304,30.96560094,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002AD1483AB9355E4070498A9F31F73E40
3996,银川路(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8877447,30.9454589,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000A16C25CFD0385E404E362F9809F23E40
3997,迎秀桥(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8832263,30.94740944,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E55D9AC786385E40C0B8D06C89F23E40
3998,沈道浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8739103,30.95317977,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000CD887725EE375E40DA5BE39603F43E40
3999,肖家圩(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8391246,30.9676052,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000003991AA37B4355E40857071F9B4F73E40
4000,颜店桥(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9063898,30.93721915,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000641B5D4A023A5E40576F1E98EDEF3E40
4001,平川中学(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8857445,30.95001828,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002907B309B0385E40C133E36534F33E40
4002,临时招呼站(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8970543,30.94417674,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000001E4F705669395E40A3F11B91B5F13E40
4003,临时站招呼站(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8970463,30.94418073,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000DC5FE23469395E4008DD0CD4B5F13E40
4004,高家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8529449,30.96632625,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000008FB234A696365E402E04392861F73E40
4005,蒋家浜(公交站) (1),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9086705,30.93650855,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000C31550A8273A5E40A4AC3A06BFEF3E40
4006,陆家河(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9029662,30.94107994,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000002D99BE32CA395E40BE386D9DEAF03E40
4007,新为(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9018823,30.94350873,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000D6D58970B8395E402BD7C2C989F13E40
4008,建新(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9101332,30.93936409,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000003E40529F3F3A5E4039963D2A7AF03E40
4009,嘉善酒厂(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8881943,30.95267281,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000097BFE72CD8385E4009BD825DE2F33E40
4010,塘里(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.910294,30.93959286,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000AEEFC341423A5E404F415D2889F03E40
4011,曹坟港(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8825991,30.95760701,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000A87EEF807C385E40CF5EA6BB25F53E40
4012,南港老村部(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8789336,30.9679933,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000C1D6B67240385E40443FAE68CEF73E40
4013,红菱塘(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8685237,30.97253769,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000042D36DE495375E4069ADE43AF8F83E40
4014,顾家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9027281,30.95470392,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000088AB144CC6395E4054C3E17967F43E40
4015,平家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.89866,30.95744385,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000004C8E3BA583395E409F81470A1BF53E40
4016,丁家浜南(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8759778,30.9716607,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E610000068C1300510385E40F84E71C1BEF83E40
4017,杨家槽(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.8726253,30.97361641,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000614AC917D9375E4087CCCFEC3EF93E40
4018,丁家浜(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.875352,30.97472133,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000003F1F65C405385E404A104B5687F93E40
4019,姚象港(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9041343,30.95845333,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000466C1C56DD395E40A1178B325DF53E40
4020,吴家栅(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9100488,30.95709562,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000E570523D3E3A5E407B0BF33704F53E40
4021,地甸(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.927781,30.94529766,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E61000006A368FC3603B5E4072AF0607FFF13E40
4022,雨落(公交站),交通设施,公交场站,公交车站,嘉兴市,嘉善县,西塘镇,120.9332953,30.94033552,长三角示范区POI_沪苏嘉规划分类,,500,,,,0101000020E6100000ACC0351CBB3B5E40CBAA21D4B9F03E40
